Filename,Species,Call_clarity,Song_Call_Alarm,BirdNET_correct,If_BirdNET_incorrect_true_species,Confidence,Reason_for_misidentifcation,Comments
wlswar_34,Wilson's Warbler,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
wlswar_35,Wilson's Warbler,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
wlswar_36,Wilson's Warbler,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
wlswar_37,Wilson's Warbler,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
wlswar_38,Wilson's Warbler,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
wlswar_39,Wilson's Warbler,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
wlswar_40,Wilson's Warbler,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
wlswar_41,Wilson's Warbler,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
wlswar_42,Wilson's Warbler,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
wlswar_43,Wilson's Warbler,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
wlswar_44,Wilson's Warbler,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
wlswar_45,Wilson's Warbler,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
wlswar_46,Wilson's Warbler,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
wlswar_47,Wilson's Warbler,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
wlswar_48,Wilson's Warbler,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
wlswar_49,Wilson's Warbler,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
wlswar_50,Wilson's Warbler,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
wtmjay1_01,White-throated Magpie-Jay,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
wtmjay1_02,White-throated Magpie-Jay,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
wtmjay1_03,White-throated Magpie-Jay,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
wtmjay1_04,White-throated Magpie-Jay,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
wtmjay1_05,White-throated Magpie-Jay,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
wtmjay1_06,White-throated Magpie-Jay,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
wtmjay1_07,White-throated Magpie-Jay,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
wtmjay1_08,White-throated Magpie-Jay,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
wtmjay1_09,White-throated Magpie-Jay,High,Song/Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
wtmjay1_10,White-throated Magpie-Jay,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
wtmjay1_11,White-throated Magpie-Jay,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
wtmjay1_12,White-throated Magpie-Jay,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
wtmjay1_13,White-throated Magpie-Jay,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
wtmjay1_14,White-throated Magpie-Jay,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified. También el canto de un Turdus. 
wtmjay1_15,White-throated Magpie-Jay,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
wtmjay1_16,White-throated Magpie-Jay,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
wtmjay1_17,White-throated Magpie-Jay,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
wtmjay1_18,White-throated Magpie-Jay,High,Song/Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
wtmjay1_19,White-throated Magpie-Jay,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
wtmjay1_20,White-throated Magpie-Jay,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
wtmjay1_21,White-throated Magpie-Jay,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
wtmjay1_22,White-throated Magpie-Jay,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
wtmjay1_23,White-throated Magpie-Jay,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
wtmjay1_24,White-throated Magpie-Jay,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
wtmjay1_25,White-throated Magpie-Jay,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
wtmjay1_26,White-throated Magpie-Jay,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified. Probablemente un Zonotrichia capensis
wtmjay1_27,White-throated Magpie-Jay,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
wtmjay1_28,White-throated Magpie-Jay,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
wtmjay1_29,White-throated Magpie-Jay,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
wtmjay1_30,White-throated Magpie-Jay,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
wtmjay1_31,White-throated Magpie-Jay,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
wtmjay1_32,White-throated Magpie-Jay,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
wtmjay1_33,White-throated Magpie-Jay,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
wtmjay1_34,White-throated Magpie-Jay,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
wtmjay1_35,White-throated Magpie-Jay,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
wtmjay1_36,White-throated Magpie-Jay,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
wtmjay1_37,White-throated Magpie-Jay,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
wtmjay1_38,White-throated Magpie-Jay,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
wtmjay1_39,White-throated Magpie-Jay,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
wtmjay1_40,White-throated Magpie-Jay,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
wtmjay1_41,White-throated Magpie-Jay,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
wtmjay1_42,White-throated Magpie-Jay,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
wtmjay1_43,White-throated Magpie-Jay,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
wtmjay1_44,White-throated Magpie-Jay,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
wtmjay1_45,White-throated Magpie-Jay,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
wtmjay1_46,White-throated Magpie-Jay,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
wtmjay1_47,White-throated Magpie-Jay,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
wtmjay1_48,White-throated Magpie-Jay,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
wtmjay1_49,White-throated Magpie-Jay,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
wtmjay1_50,White-throated Magpie-Jay,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
yebfly_01,Yellow-bellied Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. 
yebfly_02,Yellow-bellied Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. 
yebfly_03,Yellow-bellied Flycatcher,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified. 
yebfly_04,Yellow-bellied Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. 
yebfly_05,Yellow-bellied Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified. 
yebfly_06,Yellow-bellied Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yebfly_07,Yellow-bellied Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yebfly_08,Yellow-bellied Flycatcher,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
yebfly_09,Yellow-bellied Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yebfly_10,Yellow-bellied Flycatcher,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
yebfly_11,Yellow-bellied Flycatcher,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
yebfly_12,Yellow-bellied Flycatcher,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
yebfly_13,Yellow-bellied Flycatcher,Very Low,Song?,??,Contopus virens?,Low,Very low amplitude,The call can be heard if it is amplified.
yebfly_14,Yellow-bellied Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yebfly_15,Yellow-bellied Flycatcher,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
yebfly_16,Yellow-bellied Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yebfly_17,Yellow-bellied Flycatcher,Very Low,Song?,??,Contopus virens?,Medium,Very low amplitude,The call can be heard if it is amplified.
yebfly_18,Yellow-bellied Flycatcher,Very Low,Song?,??,Contopus virens?,Medium,Very low amplitude,The call can be heard if it is amplified.
yebfly_19,Yellow-bellied Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yebfly_20,Yellow-bellied Flycatcher,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
yebfly_21,Yellow-bellied Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yebfly_22,Yellow-bellied Flycatcher,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
yebfly_23,Yellow-bellied Flycatcher,Low,Song?,??,Contopus virens?,Medium,Low amplitude,The call can be heard if it is amplified.
yebfly_24,Yellow-bellied Flycatcher,Low,Song?,??,Contopus virens?,Medium,Low amplitude,The call can be heard if it is amplified.
yebfly_25,Yellow-bellied Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yebfly_26,Yellow-bellied Flycatcher,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
yebfly_27,Yellow-bellied Flycatcher,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
yebfly_28,Yellow-bellied Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yebfly_29,Yellow-bellied Flycatcher,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
yebfly_30,Yellow-bellied Flycatcher,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
yebfly_31,Yellow-bellied Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yebfly_32,Yellow-bellied Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yebfly_33,Yellow-bellied Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yebfly_34,Yellow-bellied Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yebfly_35,Yellow-bellied Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yebfly_36,Yellow-bellied Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yebfly_37,Yellow-bellied Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yebfly_38,Yellow-bellied Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yebfly_39,Yellow-bellied Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yebfly_40,Yellow-bellied Flycatcher,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
yebfly_41,Yellow-bellied Flycatcher,,,,,,,The call can be heard if it is amplified.
yebfly_42,Yellow-bellied Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yebfly_43,Yellow-bellied Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yebfly_44,Yellow-bellied Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yebfly_45,Yellow-bellied Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yebfly_46,Yellow-bellied Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yebfly_47,Yellow-bellied Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yebfly_48,Yellow-bellied Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yebfly_49,Yellow-bellied Flycatcher,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
yebfly_50,Yellow-bellied Flycatcher,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
yebori1_01,Yellow-backed Oriole,Very Low,Song,??,??,??,Very low amplitude,The call can be heard if it is amplified. Dificil identificación
yebori1_02,Yellow-backed Oriole,Low,Song,??,Quizás un Turdus sp.,Medium,Low amplitude,The call can be heard if it is amplified.
yebori1_03,Yellow-backed Oriole,Very Low,Song,??,Quizás un Turdus sp.,Medium,Very low amplitude,The call can be heard if it is amplified.
yebori1_04,Yellow-backed Oriole,Very Low,Song,??,Quizás un Turdus sp.,Medium,Very low amplitude,The call can be heard if it is amplified.
yebori1_05,Yellow-backed Oriole,Very Low,Song,??,??,??,Very low amplitude,The call can be heard if it is amplified. Dificil identificación
yebori1_06,Yellow-backed Oriole,High,Song,Yes,NA,Medium,High amplitude,The call can be heard if it is amplified.
yebori1_07,Yellow-backed Oriole,Low,Song,Yes,NA,Medium,Low amplitude,The call can be heard if it is amplified.
yebori1_08,Yellow-backed Oriole,Very Low,Song,??,??,??,Very low amplitude,The call can be heard if it is amplified. Dificil identificación
yebori1_09,Yellow-backed Oriole,Very Low,Song,??,Quizás un Turdus sp.,Medium,Very low amplitude,The call can be heard if it is amplified.
yebori1_10,Yellow-backed Oriole,Low,Song,Yes,NA,Medium,Low amplitude,The call can be heard if it is amplified.
yebori1_11,Yellow-backed Oriole,Low,Song,Yes,NA,Medium,Low amplitude,The call can be heard if it is amplified.
yebori1_12,Yellow-backed Oriole,Very Low,Song,Yes,NA,Low,Very low amplitude,The call can be heard if it is amplified.
yebori1_13,Yellow-backed Oriole,Low,Song,Yes,NA,Medium,Low amplitude,The call can be heard if it is amplified.
yebori1_14,Yellow-backed Oriole,Very Low,??,??,??,??,Very low amplitude,The call can NOT be heard if it is amplified.
yebori1_15,Yellow-backed Oriole,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
yebori1_16,Yellow-backed Oriole,Low,Song,Yes,NA,Medium,Low amplitude,The call can be heard if it is amplified.
yebori1_17,Yellow-backed Oriole,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
yebori1_18,Yellow-backed Oriole,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
yebori1_19,Yellow-backed Oriole,Low,Song,??,Quizás un Turdus sp.,Medium,Low amplitude,The call can be heard if it is amplified.
yebori1_20,Yellow-backed Oriole,Low,Song,??,Quizás un Turdus sp.,Medium,Low amplitude,The call can be heard if it is amplified.
yebori1_21,Yellow-backed Oriole,Very Low,Song,??,??,??,Very low amplitude,The call can be heard if it is amplified. Dificil identificación
yebori1_22,Yellow-backed Oriole,Very Low,Song,??,??,??,Very low amplitude,The call can be heard if it is amplified. Dificil identificación
yebori1_23,Yellow-backed Oriole,Low,Song,Yes,NA,Medium,Low amplitude,The call can be heard if it is amplified.
yebori1_24,Yellow-backed Oriole,Low,Song,Yes,NA,Medium,Low amplitude,The call can be heard if it is amplified.
yebori1_25,Yellow-backed Oriole,Very Low,Song,??,??,??,Very low amplitude,The call can be heard if it is amplified. Dificil identificación
yebori1_26,Yellow-backed Oriole,Very Low,Song,??,??,??,Very low amplitude,The call can be heard if it is amplified. Dificil identificación
yebori1_27,Yellow-backed Oriole,Very Low,Song,??,Quizás un Turdus sp.,Medium,Very low amplitude,The call can be heard if it is amplified.
yebori1_28,Yellow-backed Oriole,Very Low,Song,??,??,??,Very low amplitude,The call can be heard if it is amplified. Dificil identificación
yebori1_29,Yellow-backed Oriole,Very Low,Song,??,Quizás un Turdus sp.,Medium,Very low amplitude,The call can be heard if it is amplified.
yebori1_30,Yellow-backed Oriole,Low,Song,Yes,NA,Medium,Low amplitude,The call can be heard if it is amplified.
yebori1_31,Yellow-backed Oriole,Low,Song,Yes,NA,Medium,Low amplitude,The call can be heard if it is amplified.
yebori1_32,Yellow-backed Oriole,Very Low,Song,??,Quizás un Turdus sp.,Medium,Very low amplitude,The call can be heard if it is amplified.
yebori1_33,Yellow-backed Oriole,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
yebori1_34,Yellow-backed Oriole,Very Low,Song,??,Quizás un Turdus sp.,Medium,Very low amplitude,The call can be heard if it is amplified.
yebori1_35,Yellow-backed Oriole,Very Low,Song,??,??,??,Very low amplitude,The call can be heard if it is amplified. Dificil identificación
yebori1_36,Yellow-backed Oriole,Very Low,Call,??,??,??,Very low amplitude,The call can be heard if it is amplified. Dificil identificación
yebori1_37,Yellow-backed Oriole,Very Low,Song,??,??,??,Very low amplitude,The call can be heard if it is amplified. Dificil identificación
yebori1_38,Yellow-backed Oriole,Very Low,Song,Yes,NA,Medium,Very low amplitude,The call can be heard if it is amplified.
yebori1_39,Yellow-backed Oriole,Very Low,Song,??,??,??,Very low amplitude,The call can be heard if it is amplified. Dificil identificación
yebori1_40,Yellow-backed Oriole,Low,Song,??,Quizás un Turdus sp.,Medium,Low amplitude,The call can be heard if it is amplified.
yebori1_41,Yellow-backed Oriole,Low,Song,??,Quizás un Turdus sp.,Medium,Low amplitude,The call can be heard if it is amplified.
yebori1_42,Yellow-backed Oriole,Very Low,Song,??,??,??,Very low amplitude,The call can be heard if it is amplified. Dificil identificación
yebori1_43,Yellow-backed Oriole,Very Low,Song,??,??,??,Very low amplitude,The call can be heard if it is amplified. Dificil identificación
yebori1_44,Yellow-backed Oriole,Low,Song,??,Quizás un Turdus sp.,Medium,Low amplitude,The call can be heard if it is amplified.
yebori1_45,Yellow-backed Oriole,Low,Song,??,Quizás un Turdus sp.,Medium,Low amplitude,The call can be heard if it is amplified.
yebori1_46,Yellow-backed Oriole,Medium,Song,Yes,NA,Medium,Medium amplitude,The call can be heard if it is amplified.
yebori1_47,Yellow-backed Oriole,Low,Song,??,Quizás un Turdus sp.,Medium,Low amplitude,The call can be heard if it is amplified.
yebori1_48,Yellow-backed Oriole,Very Low,Song,??,??,??,??,The call can be heard if it is amplified. Dificil identificación
yebori1_49,Yellow-backed Oriole,Very Low,Song,??,Quizás un Turdus sp.,Medium,Very low amplitude,The call can be heard if it is amplified.
yebori1_50,Yellow-backed Oriole,Low,Song,??,Quizás un Turdus sp.,Medium,Low amplitude,The call can be heard if it is amplified.
yegvir_01,Yellow-green Vireo,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yegvir_02,Yellow-green Vireo,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yegvir_03,Yellow-green Vireo,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yegvir_04,Yellow-green Vireo,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
yegvir_05,Yellow-green Vireo,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
yegvir_06,Yellow-green Vireo,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
yegvir_07,Yellow-green Vireo,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
yegvir_08,Yellow-green Vireo,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yegvir_09,Yellow-green Vireo,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
yegvir_10,Yellow-green Vireo,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
yegvir_11,Yellow-green Vireo,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
yegvir_12,Yellow-green Vireo,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
yegvir_13,Yellow-green Vireo,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yegvir_14,Yellow-green Vireo,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
yegvir_15,Yellow-green Vireo,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
yegvir_16,Yellow-green Vireo,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
yegvir_17,Yellow-green Vireo,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
yegvir_18,Yellow-green Vireo,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
yegvir_19,Yellow-green Vireo,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
yegvir_20,Yellow-green Vireo,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yegvir_21,Yellow-green Vireo,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
yegvir_22,Yellow-green Vireo,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
yegvir_23,Yellow-green Vireo,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
yegvir_24,Yellow-green Vireo,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
yegvir_25,Yellow-green Vireo,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yegvir_26,Yellow-green Vireo,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
yegvir_27,Yellow-green Vireo,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
yegvir_28,Yellow-green Vireo,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yegvir_29,Yellow-green Vireo,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
yegvir_30,Yellow-green Vireo,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yegvir_31,Yellow-green Vireo,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
yegvir_32,Yellow-green Vireo,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
yegvir_33,Yellow-green Vireo,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yegvir_34,Yellow-green Vireo,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yegvir_35,Yellow-green Vireo,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
yegvir_36,Yellow-green Vireo,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
yegvir_37,Yellow-green Vireo,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
yegvir_38,Yellow-green Vireo,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yegvir_39,Yellow-green Vireo,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
yegvir_40,Yellow-green Vireo,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
yegvir_41,Yellow-green Vireo,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
yegvir_42,Yellow-green Vireo,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
yegvir_43,Yellow-green Vireo,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
yegvir_44,Yellow-green Vireo,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
yegvir_45,Yellow-green Vireo,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yegvir_46,Yellow-green Vireo,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
yegvir_47,Yellow-green Vireo,Very Low,Song,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
yegvir_48,Yellow-green Vireo,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
yegvir_49,Yellow-green Vireo,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
yegvir_50,Yellow-green Vireo,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
yelfly1_01,Yellowish Flycatcher,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
yelfly1_02,Yellowish Flycatcher,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
yelfly1_03,Yellowish Flycatcher,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
yelfly1_04,Yellowish Flycatcher,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
yelfly1_05,Yellowish Flycatcher,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
yelfly1_06,Yellowish Flycatcher,High,Song,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
yelfly1_07,Yellowish Flycatcher,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yelfly1_08,Yellowish Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yelfly1_09,Yellowish Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yelfly1_10,Yellowish Flycatcher,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
yelfly1_11L,Yellowish Flycatcher,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
yelfly1_12,Yellowish Flycatcher,Very Low,Call,Yes,NA,High,Very low amplitude,The call can be heard if it is amplified.
yelfly1_13,Yellowish Flycatcher,High,Call,Yes,NA,High,High amplitude,The call can be heard if it is amplified.
yelfly1_14,Yellowish Flycatcher,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
yelfly1_15,Yellowish Flycatcher,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
yelfly1_16,Yellowish Flycatcher,Low,Song,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
yelfly1_17,Yellowish Flycatcher,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yelfly1_18,Yellowish Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yelfly1_19,Yellowish Flycatcher,Medium,Song,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yelfly1_20,Yellowish Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
yelfly1_21,Yellowish Flycatcher,Low,Call,Yes,NA,High,Low amplitude,The call can be heard if it is amplified.
yelfly1_22,Yellowish Flycatcher,Medium,Call,Yes,NA,High,Medium amplitude,The call can be heard if it is amplified.
